,Title,Company,Location,Rating,Date,Salary,Description,Links
800,"Senior Data Analyst, Data & Systems",Eden Capital Careers,"Auburn Hills, MI 48326",NaN,EmployerActive 2 days ago,$49.28 - $49.38 an hour,"5+ years of experience in data analytics or data science roles or sytems maangment roles.
Advanced understanding of data management and visualization practices.",/company/Eden-Capital-Careers/jobs/Senior-Data-Analyst-18a5fd81da2b50b1?fccid=ba8e39e81e16b667&vjs=3
801,Data Analyst,Southeastern Regional Vocational Technical High...,"South Easton, MA 02375",4.0,PostedPosted 15 days ago,"Up to $83,997 a year","Reviews data files to ensure validity and accuracy of data presented to stakeholders.
Job Title: Data Analyst Job Goal: The data analyst is responsible for…",/rc/clk?jk=bd49174649718340&fccid=5e77ea48cc20dd68&vjs=3
802,Business Systems & Data Analyst - Data Solutions & Initiatives,Apple,"Cupertino, CA",4.1,PostedPosted 9 days ago,NaN,"3-5 years of related experience in data analysis.
Immersive exploration of Apple’s finance datasets, applying various data discovery & modeling methodologies…",/rc/clk?jk=c1bf27c209c20dd1&fccid=c1099851e9794854&vjs=3
803,Senior Data Analyst,Swimply,"Remote in Los Angeles, CA",NaN,PostedPosted 30+ days ago,NaN,"Experience in developing data pipelines and ETLs.
Experience in aggregating and reporting geospatial data.",/rc/clk?jk=579c9fe67fe94f3d&fccid=e0c9b013a657e60b&vjs=3
804,Jr. Business Analyst & Test Case Writer,Berkley,"Irving, TX",4.0,EmployerActive 2 days ago,"$54,782 - $125,948 a year","Monitor, audit and analyze activity in business data processing systems for proper data input, coding and interchange of data feeds between disparate source…",/company/Berkley/jobs/Junior-Business-Analyst-Test-Case-Writer-3f527efa8a655102?fccid=8e547279469474b7&vjs=3
805,Senior Data Analyst (Remote),Soundstripe Inc,Remote,NaN,PostedPosted 30+ days ago,NaN,"Answer ad hoc data-related questions via manual queries of raw data from various sources, including our data warehouse.",/rc/clk?jk=52a2d1c3a3907bcd&fccid=91b7f3948d17aeea&vjs=3
806,Sales Operations Analyst,Travelnet Solutions,Remote,3.5,PostedPosted 30+ days ago,NaN,"Acquire data from primary or secondary data sources and maintain databases/data systems.
Developing and maintaining databases, data systems – reorganizing data…",/rc/clk?jk=e93c1513e8176fbb&fccid=0ea2c9e627b2bc8a&vjs=3
807,Minimum $20k Sign-On Bonus** Senior Electro-Optical Sensor/Seeker Data Analyst,Raytheon Missiles & Defense,"Tucson, AZ 85756 (Tucson International Airport area)",3.7,PostedPosted 30+ days ago,NaN,"Presentation skills for technical data.
Experience writing technical data analysis reports.
Experience with reading telemetry from raw data format.",/pagead/clk?mo=r&ad=-6NYlbfkN0AmeoOzMpFeQa4nQauBOkgcasiRGbz5T5YfctgmEyRynlTy5IJbsA9taIM05xUPs3dnig-gEs2N9vFUdhjVj1aGWB7LG9LI0Ok4T4sWyAU1sre64l7PgBd8O5TPdf5-BAFyZOhTN6VQrHUixkBWrk3n9u0D5mGR-eOopDMrioKcWVyxMufc1F47gV8QcMMsCaE_9gKT8JmmfBe2tlPGTcJsIgVMpZwHoy8eMT0fL7gOVBtnIdC9o_pfpSccOCJIbG4gmwuuk4SbGn8zIDGv8LeQXs5Yv_d1RT0DvVD0YTuiu40uWfdSXA7bQqCTITnxcTm03Z9_I6sbrKsWLGvLGk26zgiJ1-QgSRt_nusvJyreKtI6QCzkpz3fc21gSupSUzn12MN5jzhsHoAB-EM8hbdRvN7f8U7sKGd2EVhZPgx6xjunvnPS9nqGgMYo3Z2jJcMcn--0lVv8Yu1N-hW9oP8vFRXW92PxKOSTDOCNzR2FAjMQTagKuqKwZCkqNIdNxksqTTp9om2A-GmdFB4dhjhaTZ3ayU6ElHvjKrCB5N1OUcN0E1rio_hzFTFG76evdU-rhx1M2N3bG_bmjue_9_WboxviYWSm7Uwe1tM6f2Jy4AkfJLNgrz5TkTs4j1UdnTjPqNyQjcy00NQL6x48bov4QQ7h-7wQPYA_F9uz3PcdWNK-KrYAVFxvmzVqeqIQ2vkFzxPq4YOjrkHTMHu5TPoBEyRNwtFussY7SyigTMH8AxIopQ09jZ66vNpdSMEpc3X4FEqYHXWT5l_fM9ba9piTwx0oOpMnEfZ_Hw5ayri229ddJ58qrdbzYqf7HB7IxvlgkVxFdZuLHSfFZ2N_NGC_QD5_-uetSIfH-bIwFslzA0R6dFv2mF7AnyBDIhL0_HDlv5hKHTeOFfsPr8n7wbqni0id_F5Mz1Njf3qzpRKI0jtE5n2KPSHz&xkcb=SoCy-_M3RugxooQ3jB0PbzkdCdPP&p=10&fvj=0&vjs=3
808,Business Intelligence Specialist,Devcare Solutions,Remote,3.6,PostedPosted 2 days ago,$63 - $80 an hour,Develops and maintains complex data storage structures needed to support data warehouse functions to ensure data is maintained in consistent formats.,/company/Devcare-Solutions/jobs/Business-Intelligence-Specialist-e466e9ce65f54cd2?fccid=debba90512f725cc&vjs=3
809,Equities Data Analyst,Bloomberg,"Princeton, NJ 08543",3.9,PostedPosted 9 days ago,NaN,"Demonstrated capability in data management, data processing, data analysis, and associated tools & technologies.
We'll trust you to:
You'll need to have:",/rc/clk?jk=55600e9f38e323ff&fccid=f770da67b3b51c62&vjs=3
810,"Senior Data Analyst, Data & Systems",Eden Capital Careers,"Auburn Hills, MI 48326",NaN,EmployerActive 2 days ago,$49.28 - $49.38 an hour,"5+ years of experience in data analytics or data science roles or sytems maangment roles.
\*we are looking for is a more a “process analyst” that has strong…",/company/Eden-Capital-Careers/jobs/Senior-Data-Analyst-18a5fd81da2b50b1?fccid=ba8e39e81e16b667&vjs=3
811,Senior Data Analyst,Swimply,"Remote in Los Angeles, CA",NaN,PostedPosted 30+ days ago,NaN,"Experience in developing data pipelines and ETLs.
Experience in aggregating and reporting geospatial data.
As Swimply’s first hire on the data team, you will…",/rc/clk?jk=579c9fe67fe94f3d&fccid=e0c9b013a657e60b&vjs=3
812,Credit & Collections Analyst,LHH Recruitment Solutions,"Tulsa, OK",3.6,PostedPosted 30+ days ago,$18 - $19 an hour,"Analyze data and account information.
Great opportunity with an outstanding Tulsa employer!
Work in a large office that has excellent benefits and advancement…",/pagead/clk?mo=r&ad=-6NYlbfkN0A_GD1K3dzeu7WcKnsm6RLSD1_QV-mkIht0EvhowBp1RKp11ERs64yyZBAVo7EuAez0RrpXy0P1HAXzhVrtrsFJvgOtPHHw__II2MwXcAysnUabSK9rxG_mTCfi9v5WQ7V-F0W8INJ8LaON8sgU5mV3WVGOn8JSKZFM_UV3TVRl4kJ9D7lZWk5o9bIP-s5mA4mrS7UNnapYAODqLU8wFXbXKFtv_fVR0gq7N7MEKbO2VT5kL3SS3Z9VBHRDOfDvEcDoPt_fGB_eUJNDLzGlv9AXD3dK4rpzt6ZViv77CHosMoIdC1nCMarv5qDcDH5OoxgFkwqaDCn9a4FaLfGEzJ4ztCTE9Yiw-LLreJvTZcHqLGLoFrX73G4BeLqq8g15UpW4yNJ_euheDPF30nbYGajIUqrIMN4UoVzdYcI46wbAnB_Qmbb8m88wO8nAfYyqqF6VUP4J0yB0dQPsk3kvcjoOZJ5NAEws_g29tXRBsUXXZGGDwnj6iQzmpr2_hWJjxC5JPtQxC9grBV3cU6iPY78lvPxT-T6tz3D6MAYdmAJJ1FoQifLO-ghUHFW6WnuXkf9JYUzw309AHXlBtYWZJ5IVxt8jfDxyHUXgLZfhx09AkW5hqt8SOzKTEQJb8SE3ulLehkS_JlaTBO9yDpHtwF9y8ioLyunZis3reIcJsm1dOYVCqy4sWZACr3JcDNig217Spjo0m8vCdh_S9cmTYdyeqUF-0SVX3AI=&xkcb=SoAD-_M3RuhLRryD2R0KbzkdCdPP&p=13&fvj=0&vjs=3
813,Business Intelligence Specialist,Devcare Solutions,Remote,3.6,PostedPosted 2 days ago,$63 - $80 an hour,*sarman@devcare.com* *+1 (484) 727 - 4008* *Note: This is a Contract to Hire Position* *Responsibilities:* * Develops and schedules Extract Transform Load …,/company/Devcare-Solutions/jobs/Business-Intelligence-Specialist-e466e9ce65f54cd2?fccid=debba90512f725cc&vjs=3
814,Reporting Analyst,Holman,"Mount Laurel, NJ",3.3,PostedPosted 30+ days ago,NaN,"Holman is a global automotive leader that serves both commercial and consumer clients The Holman Way by always doing the right thing for our people, our…",/rc/clk?jk=909ae10185b877eb&fccid=28871a2dda2df201&vjs=3
815,Equities Data Analyst,Bloomberg,"Princeton, NJ 08543",3.9,PostedPosted 9 days ago,NaN,"Bloomberg runs on data, and data drives the market. Our Data team acquires and supplies this data to our clients. Teams work collaboratively to collect,…",/rc/clk?jk=55600e9f38e323ff&fccid=f770da67b3b51c62&vjs=3
816,Data Analyst (Remote-Philippines Only-Contractor),Pequity,Remote,NaN,PostedPosted 29 days ago,NaN,"What is Pequity? We’re on a mission to create equal pay and opportunity for all. Pequity helps companies like Instacart, Canva, and Robinhood compensate with…",/rc/clk?jk=789875631c8dbd72&fccid=bb0cb4fe1bcc675b&vjs=3
817,"Senior Data Analyst, Data & Systems",Eden Capital Careers,"Auburn Hills, MI 48326",NaN,EmployerActive 2 days ago,$49.28 - $49.38 an hour,"Title: Senior Data Analyst, Data & Systems \*we are looking for is a more a “process analyst” that has strong link to data & systems Role Summary: Role…",/company/Eden-Capital-Careers/jobs/Senior-Data-Analyst-18a5fd81da2b50b1?fccid=ba8e39e81e16b667&vjs=3
818,Data Analyst,Southeastern Regional Vocational Technical High...,"South Easton, MA 02375",4.0,PostedPosted 15 days ago,"Up to $83,997 a year","Job Title: Data Analyst Job Goal: The data analyst is responsible for accurately collecting, organizing, and reporting a broad range of student and school…",/rc/clk?jk=bd49174649718340&fccid=5e77ea48cc20dd68&vjs=3
819,Business Systems & Data Analyst - Data Solutions & Initiatives,Apple,"Cupertino, CA",4.1,PostedPosted 9 days ago,NaN,"Summary Posted: Mar 28, 2023 Weekly Hours: 40 Role Number:200471114 Imagine what you could do here. The people here at Apple don’t just create products — they…",/rc/clk?jk=c1bf27c209c20dd1&fccid=c1099851e9794854&vjs=3
820,Senior Data Analyst,Swimply,"Remote in Los Angeles, CA",NaN,PostedPosted 30+ days ago,NaN,What We Do Swimply is an online marketplace that allows homeowners to share their passion spaces with their local communities. We started with swimming pools…,/rc/clk?jk=579c9fe67fe94f3d&fccid=e0c9b013a657e60b&vjs=3
821,Jr. Business Analyst & Test Case Writer,Berkley,"Irving, TX",4.0,EmployerActive 2 days ago,"$54,782 - $125,948 a year","At Berkley Entertainment, our team’s industry experience and collaborative approach leads to great client solutions — and this is by design. We are here to…",/company/Berkley/jobs/Junior-Business-Analyst-Test-Case-Writer-3f527efa8a655102?fccid=8e547279469474b7&vjs=3
822,Senior Data Analyst (Remote),Soundstripe Inc,Remote,NaN,PostedPosted 30+ days ago,NaN,Description: Senior Data Analyst (B2C Subscription and B2B SaaS) Job Summary: We are seeking an experienced Senior Data Analyst to join our team. In this…,/rc/clk?jk=52a2d1c3a3907bcd&fccid=91b7f3948d17aeea&vjs=3
823,Minimum $20k Sign-On Bonus** Senior Electro-Optical Sensor/Seeker Data Analyst,Raytheon Missiles & Defense,"Tucson, AZ 85756 (Tucson International Airport area)",3.7,PostedPosted 30+ days ago,NaN,"Date Posted: 2022-08-01-07:00 Country: United States of America Location: AZ816: RMS AP Bldg 816 1151 East Hermans Road Building 816, Tucson, AZ, 85756…",/pagead/clk?mo=r&ad=-6NYlbfkN0AmeoOzMpFeQa4nQauBOkgcasiRGbz5T5YfctgmEyRynlTy5IJbsA9taIM05xUPs3dnig-gEs2N9vFUdhjVj1aGWB7LG9LI0Ok4T4sWyAU1sre64l7PgBd8O5TPdf5-BAFyZOhTN6VQrHUixkBWrk3n9u0D5mGR-eO_F2TrUaXajxKixIVT_NDGa_cxXtRd224B5pB5PyS0gqmH9BayPxicSBSCOBiJEPG_y4CYuclpHenYvWSK3dOQZkdDTs2PmJBSdQQtK8elzihAJbUpZEEC-FGNRNq3-aIViYprecIoAiYLSASxZJt2h8M3V1r-DbA-ciDPxiASTDrqD2P1Tx-JSKTAscUQFg_Jv4qFcA_tslayhssSc7qU-OfkM0howH_yq6vBjEORYlwDqKw6Qzr6HXsPz09M3Jc_4kKQSlgfuUJPx3HAnbGuTtAdEjwY9M-FJxIiCJ77chdEWSEqqJ2QKVnMg42E5Kf_I1BD4L28tUODjiav6t2ZL48TSYOJw9VjZ-DHUecX8GY_gKs843-XlFfrnjrokjCdjxRmz2P-MKc5Q4E-CEfvoNGpw199xYkKivDL-zMgIIjV_CWgoMZtAaVmackeXb-eMPls27PBbQZKVRPANLq6Xc4FGmZroqWn-vu3PasMsGqsT5LfXCf6yTTtn4z69l9OLgLCARzT0qBspmfexQ1xcSPOJDrAQuhBA8POfxXw-7M27FjQ_njegzXWC0CDNhnkAi-FtvchkJP0lHqN4ncefsV0OKjXbi5x11qPHngtJXOhcM4xpJTURQRqmZ63tmeTeDGHpCdXZoAkDwymWOMYqQRQknt5FW2dkOXljTe0UtbdBrkDlkUKg9hLSzZfWFn2_mXwrlvQyakj8sMlkgu_BcueleZu94L6T7IXXswmPe3elkxSNbyV6r1W_fbtfix_limVK5bz6ZSZI1ZETX4I&xkcb=SoD5-_M3RuhIftAD6T0LbzkdCdPP&p=10&fvj=0&vjs=3
824,Business Analyst- Bilingual (Korean/ English),BrickRed Systems,"Plano, TX",4.6,PostedPosted 2 days ago,NaN,"We are seeking an experienced Business Analyst to assist with the maintenance, development, and implementation of software systems. The successful candidate…",/pagead/clk?mo=r&ad=-6NYlbfkN0Dr0Ujeia70usG3rZM1ULtwG17PByqLG98FGluMGNXo6h9rH1SEY9gyd5iNzETYRFOA2n8yX1C6J7eVYj2Q8u1E4gzS91VfDOemYXJTP0rLwY4LNisv-FRgBsZauvKM7JoF8WjqbgVX8G8ZTAB8MuafkdSbAwNvY3glKQJLXOpxK_MdVzGzRXyBv7cetCczjkuhb2AhJUZ8EorepHclsMmblj0amLatYMU0hQQ_7tqPeWDURkZjzUdQTqaRXz8moV35Z5GUqTfL5XrEs3qGWW7eoCusBepdHLNhd1hKkSxduXLKein98KKxWjloXPS5KcgpN4UapjotJmfNjpfgeoPJ4VjmWUnpfpRdPNbrgVHjsC9-LqR3nbXE-tzM38hgqquE-XJjh77_-NYwFv7XVwjGs1qZ_m3cSfojR4RSW_2QvkkpSup5HWCG5JF500dSOHoHCPXqnsrwDxfNjOMgu1fY_crAX-szpPgG3xYklmOcnDFuu4sxMTzkabWKLyq0mRKHcvThXuPLnbo2DI_3jhZeyH5IQsPZuiw=&xkcb=SoBN-_M3RuhIftAD6T0KbzkdCdPP&p=11&fvj=1&vjs=3
825,Board Certified Behavior Analyst (BCBA) - Early Childhood,Beacon ABA Services,"Fall River, MA",3.1,PostedPosted 22 days ago,"$63,000 - $72,000 a year",We are seeking an enthusiastic and compassionate Board Certified Behavior Analyst (BCBA) in Southeastern MA who will be responsible for the completion of…,/pagead/clk?mo=r&ad=-6NYlbfkN0AAj-h-XTHTyJV9DeuqPzs9vw-QAB6m4-UC5_564LizPT_eip0k2E9ElLY0msMa0cXmf9pki91oq1zoY8DI5ly8KP1UGvB8ef5su-WtEOzW-vcbVHb4vKAG6R28dqtrYp6yWn3MCvZf_CprwmQSZCKuG7Nfpwy9TZr2A6ue5sCDql60kKAfOitVAKPgpClxTCNFpmhGk93X--u7kmR8bw7DNpJTrbg0Fa9UfMU_cXECPzVH_z227EPrL9xCkBuDt_Ju__1pM95zxU9cfNbyIpfQcV9djyIt5wBhd4JUBWCdUs4sT3Pvs9jJjb0H3Hh6I8A6KkoWqM5ox2rRcRnPrsQBJA7ZGoRf6DL7kETCe8R2WaCk9EA9el5lVIEZv4mc0yFl1k8MMDQ74vFpp5AJ_SBe96tcOQG4Cdt2fadvNH3jEns68D74AvZHM5ZK-lx1caG87Zes20vMGikDnfFvO2i3HHcDmANI8_1O8YMYhwx6bu7_lW7JFpgaclRfnMYQo8r2wqFa5avTPnnT3o2ov0bCufvQQ5Sgr2hIyygDzGjZ_ZjSwNzxPCdRehIDZ82oi82ZFRKifQ31MUXbLX0EakpMlweObkRZjUM=&xkcb=SoDQ-_M3RuhIftAD6T0JbzkdCdPP&p=12&fvj=1&vjs=3
826,Credit & Collections Analyst,LHH Recruitment Solutions,"Tulsa, OK",3.6,PostedPosted 30+ days ago,$18 - $19 an hour,Great opportunity with an outstanding Tulsa employer! Work in a large office that has excellent benefits and advancement opportunities. If you have an…,/pagead/clk?mo=r&ad=-6NYlbfkN0A_GD1K3dzeu7WcKnsm6RLSD1_QV-mkIht0EvhowBp1RKp11ERs64yyZBAVo7EuAez0RrpXy0P1HAXzhVrtrsFJvgOtPHHw__II2MwXcAysnUabSK9rxG_mTCfi9v5WQ7V-F0W8INJ8LaON8sgU5mV3WVGOn8JSKZFM_UV3TVRl4kJ9D7lZWk5oFmsY1uGSqNMx1nLzKLgZVlGQUVNk1TdZEhR0AVIpdxBtu0Opgu5Nyo702BzZpaUu4VhiA6PJCpaFPbzCWtoNPwTjuZwMnAUK8uehSWNWo7lg66VzEfNR-RqRZh3Jm6YX_xIUZGqQnh2uyXPJ-QdkkcJzYmDHZeHFbnjKK8k8ltfvehYBTFC9KKhKllxln188BYS8v5dKM9rYOoa4JY6XzhAJdJSjHE2seDP667tHf-8uAlaqNX4EXnTYu2ojfKdRYs7uUn1ceuBQ3N4XYKhNRYt_X5rThio7PAi8WSe96Je7EadfGAOCjXhmtB5jA7kbgQACdEAVTrD0_4SaKKujkoynSWyYmh16rlMAkjDsKUsTvqibJQeZnaicKNG-VwJsct66gx3X-yLtdkSZHARpaHMqNVAx_bRg66qbjAoznmmc_k9HEy7Los5AhvLN7vvpSWH3_NShIPgEE1YGG0B5txN5U-7O-pc_AEsLAyvWievOcCxP-UBQ2rXP7lfO-W0TMKuekaG3Qg0kPVhTsrE-FHoFpHXUTPgJ6-7gNTzJFYI=&xkcb=SoBk-_M3RuhIftAD6T0IbzkdCdPP&p=13&fvj=0&vjs=3
827,Data Engineer (Senior Technology Analyst) (JO#5883),Judicial Council of California,"Hybrid remote in San Francisco, CA 94102",3.1,PostedPosted 20 days ago,"$7,267 - $10,901 a month",*JOB TITLE: Data Engineer (Senior Technology Analyst) LOCATION: San Francisco or Sacramento JOB OPENING #: 5883 OVERVIEW * The Judicial Council of…,/pagead/clk?mo=r&ad=-6NYlbfkN0ALWqCzMb1B09GC4chStNFmDzs79E1fMPYZ9xNQdgkbOSHhHL8mf0sAasfcnVVX5aSD9ysjIPuKZAGAuKyRX2s2fYQDrJyFN0BTLeVATrd8af2SqL0v17sXxiOpTtEonnG5zLRwcTr--5W9-dGX87xZyV8xxZfni0bz2_8mHnRntq0s85vOWQJ7OS22BGdfBKEzVhUZHJHch0qc3vGBg3z4NhW1h86Tkn7d4HMaTNFVctaOOE7YFQKeLMi1hdyHNW3GX7RauaFbES7s-VqN04hPvcwapMynh8qyzJYZsJ7tkPA_kVugm115RIQfP-0nwIRzWzom9jJMe_qgIYQnzbIR7sFt07rQeBomJYLbDpHksRIqKUNE6DOdwfIW89Aa8hKgs76tQSbkt9qr0oIyRg_4RW_xKFTlo6Sa7K_wH_52M0LcTbM537BQy44HbXDizvNdoPRVPv_sGmAf4ZG_pt45-t-fLV5DJfXf9g1nxTu3O3CHQQYfLrgVELe8zdpfHyw_LoU4A0qpFApUuqgZc8XZmdHUG0OUrhxO6Xa8JNXbBoeWSgfZDIIT&xkcb=SoC8-_M3RuhIftgD6T0LbzkdCdPP&p=14&fvj=1&vjs=3
828,Data Analyst,New Hope Fertility Center,"New York, NY 10019 (Hell's Kitchen area)",2.8,EmployerActive 2 days ago,"$50,000 - $70,000 a year","*Job Title:* Data Analyst *Reports to:* Management team *Job Description:* * Collects, studies, and analyzes clinical and laboratory data to help the…",/company/New-Hope-Fertility-Center/jobs/Data-Analyst-1fd8e3961b0ea791?fccid=bb963a0c4ed92f18&vjs=3
829,Risk Analyst,PSCU,Remote,3.2,PostedPosted 4 days ago,NaN,Basic Function: The objective of this position is to ensure the timely analysis of all fraud situations impacting our Financial Institutions by using…,/rc/clk?jk=0c2165b2a5521c3a&fccid=5c11854828d83cbf&vjs=3
830,Sales Operations Analyst (remote role),Akoya Biosciences,"Remote in Marlborough, MA",3.6,PostedPosted 14 days ago,"$80,000 - $100,000 a year","*About Akoya Biosciences:* As The Spatial Biology Company®, Akoya Biosciences’ mission is to bring context to the world of biology and human health through…",/rc/clk?jk=3262d84a14b85497&fccid=fc550ab92c316a41&vjs=3
831,Data Analyst,"Monument Health, LLC","Grand Junction, CO",NaN,EmployerActive 3 days ago,"$35,000 - $55,000 a year","*Position Purpose* We are looking for an individual who has a passion for technology, analytics and healthcare. This is a highly technical role with deep and…","/company/Monument-Health,-LLC/jobs/Data-Analyst-d2657439f2fc8188?fccid=1315f8227f101373&vjs=3"
832,Salesforce Data Analyst,CHN Housing Partners,"Detroit, MI",3.9,PostedPosted 27 days ago,"From $53,500 a year","CHN HOUSING PARTNERS Salesforce Data Analyst, DHN We are a growing non-profit organization with offices in Detroit and Cleveland that offers its employees a…",/rc/clk?jk=9f2fa464943048fe&fccid=01ff9e1ab692cf40&vjs=3
833,POWER BI CONSULTANT,MinnodiLLC,Remote,NaN,PostedPosted 1 day ago,$40 - $65 an hour,* Proficient in Microsoft Power BI. * Prior experience building a Data Dashboard. * Knowledge of education data. Required skills * Creating Data Dashboard…,/company/MinnodiLLC/jobs/Power-Bi-Consultant-6d7a6c80b8a9acc0?fccid=a1182a5af32b95bc&vjs=3
834,Business Analyst Capital Market,Datasys consulting Inc,"Remote in New York, NY",NaN,PostedPosted 2 days ago,NaN,*Title: Business Analyst (capital Market)* *Location: NYC(Remote)* · This is for T+1 settlement – industry initiative project · Candidate must have good…,/company/Datasys-consulting-Inc/jobs/Business-Analyst-Capital-Market-298741f417381acb?fccid=38a5bde3e495dece&vjs=3
